lot_area,overall_qual,year_built,year_remod/add,1st_flr_sf,gr_liv_area,full_bath,totrms_abvgrd,fireplaces,wood_deck_sf,open_porch_sf,saleprice
5814.0,8.0,1984,1984,1360.0,1360.0,1.0,4.0,1.0,63.0,0.0,187500.0
14860.0,8.0,2002,2003,1786.0,1786.0,2.0,6.0,1.0,182.0,35.0,300000.0
14803.0,6.0,1971,1971,1097.0,1993.0,2.0,8.0,1.0,0.0,66.0,190000.0
7550.0,4.0,1920,1950,986.0,1362.0,2.0,7.0,0.0,0.0,0.0,96000.0
8125.0,7.0,2006,2007,1112.0,1550.0,2.0,7.0,0.0,0.0,168.0,241000.0
13673.0,5.0,1962,1962,1696.0,1696.0,1.0,8.0,1.0,0.0,30.0,143900.0
1533.0,4.0,1970,1970,546.0,1092.0,1.0,5.0,0.0,0.0,0.0,87550.0
7658.0,9.0,2005,2005,1752.0,1752.0,2.0,6.0,1.0,196.0,82.0,319900.0
12292.0,9.0,2006,2006,1102.0,2473.0,2.0,11.0,1.0,246.0,39.0,356383.0
11923.0,9.0,2007,2007,1800.0,1800.0,2.0,7.0,0.0,288.0,136.0,239000.0
10010.0,7.0,1993,1994,1108.0,2197.0,2.0,9.0,1.0,385.0,99.0,287500.0
12358.0,5.0,1941,1950,854.0,1382.0,1.0,7.0,0.0,237.0,0.0,128500.0
8577.0,7.0,2004,2004,847.0,1733.0,2.0,7.0,1.0,144.0,48.0,185088.0
8640.0,7.0,2008,2008,1402.0,1402.0,2.0,7.0,0.0,205.0,126.0,229800.0
10447.0,5.0,1984,1984,887.0,887.0,1.0,5.0,0.0,140.0,0.0,124500.0
9600.0,5.0,1968,1968,1051.0,1051.0,1.0,6.0,0.0,0.0,0.0,142000.0
4899.0,6.0,1920,1950,755.0,1510.0,1.0,6.0,0.0,0.0,0.0,149000.0
9246.0,5.0,1973,1973,1656.0,1656.0,2.0,8.0,0.0,0.0,211.0,135000.0
4928.0,6.0,1976,1976,958.0,958.0,2.0,5.0,1.0,0.0,205.0,128000.0
7476.0,5.0,1968,1968,1040.0,1040.0,1.0,5.0,0.0,188.0,0.0,145000.0
5362.0,5.0,1910,2003,661.0,1250.0,2.0,8.0,1.0,242.0,0.0,139000.0
12090.0,6.0,1984,2003,1140.0,1868.0,3.0,7.0,1.0,268.0,112.0,178000.0
11888.0,6.0,1916,1994,1445.0,2134.0,2.0,10.0,0.0,0.0,60.0,214500.0
7082.0,5.0,1916,1995,948.0,1928.0,2.0,10.0,0.0,0.0,0.0,160000.0
8755.0,7.0,1999,1999,1022.0,2060.0,2.0,8.0,1.0,0.0,0.0,214000.0
4080.0,6.0,1935,1998,861.0,1378.0,1.0,6.0,0.0,54.0,0.0,128900.0
12217.0,8.0,2007,2007,955.0,1880.0,2.0,8.0,1.0,168.0,127.0,310013.0
3696.0,8.0,1986,1986,1088.0,1088.0,1.0,5.0,0.0,0.0,74.0,170000.0
7560.0,5.0,1959,1959,1040.0,1040.0,1.0,6.0,0.0,140.0,0.0,133700.0
10592.0,6.0,1923,1996,900.0,1502.0,1.0,7.0,2.0,96.0,0.0,165000.0
1680.0,6.0,1971,1971,483.0,987.0,1.0,5.0,0.0,0.0,0.0,89500.0
10382.0,6.0,1958,1958,1095.0,1095.0,1.0,6.0,0.0,0.0,0.0,140000.0
2522.0,7.0,2004,2004,970.0,1709.0,2.0,7.0,0.0,0.0,40.0,134000.0
9370.0,6.0,1992,1993,844.0,1731.0,2.0,7.0,0.0,307.0,85.0,248500.0
10246.0,4.0,1965,2001,960.0,960.0,0.0,3.0,0.0,88.0,0.0,145000.0
11475.0,6.0,1975,1975,811.0,1552.0,2.0,6.0,1.0,209.0,208.0,179900.0
9986.0,8.0,2006,2007,1795.0,1795.0,2.0,7.0,1.0,0.0,49.0,147000.0
10475.0,5.0,1991,1991,624.0,1274.0,1.0,6.0,0.0,22.0,0.0,136000.0
6000.0,6.0,1940,1950,848.0,1196.0,1.0,6.0,2.0,0.0,0.0,128000.0
4280.0,4.0,1946,2001,704.0,704.0,1.0,4.0,0.0,0.0,0.0,88750.0
10895.0,5.0,1955,1955,972.0,972.0,1.0,5.0,0.0,0.0,0.0,122500.0
17503.0,6.0,1948,1950,912.0,1458.0,1.0,6.0,1.0,192.0,0.0,97500.0
9723.0,6.0,1963,1963,1008.0,1008.0,1.0,5.0,0.0,0.0,0.0,135000.0
11694.0,9.0,2007,2007,1828.0,1828.0,2.0,9.0,1.0,0.0,108.0,314813.0
8470.0,3.0,1915,1982,1013.0,1526.0,1.0,6.0,0.0,0.0,0.0,85000.0
6000.0,6.0,1937,2000,786.0,1176.0,1.0,4.0,0.0,210.0,0.0,134900.0
10519.0,5.0,1955,1999,1057.0,1057.0,1.0,6.0,0.0,0.0,0.0,137000.0
10437.0,8.0,1995,1995,2113.0,2113.0,2.0,7.0,1.0,236.0,46.0,350000.0
7514.0,5.0,1967,1975,1387.0,1387.0,1.0,6.0,1.0,0.0,0.0,145000.0
5747.0,3.0,1920,1950,840.0,840.0,1.0,5.0,0.0,112.0,0.0,64000.0
4500.0,5.0,1932,2000,848.0,1520.0,1.0,6.0,0.0,0.0,0.0,159434.0
11830.0,8.0,2007,2007,1542.0,1542.0,2.0,6.0,1.0,168.0,110.0,260261.0
8520.0,5.0,1952,1952,910.0,1385.0,2.0,6.0,0.0,0.0,0.0,166000.0
6760.0,5.0,1962,1962,936.0,936.0,1.0,6.0,1.0,24.0,90.0,130000.0
6191.0,5.0,1941,1950,824.0,1288.0,1.0,6.0,0.0,0.0,0.0,112000.0
8700.0,5.0,1963,1963,1128.0,1128.0,2.0,6.0,0.0,192.0,20.0,155000.0
12003.0,8.0,2009,2010,774.0,1968.0,2.0,8.0,1.0,0.0,75.0,269500.0
12700.0,6.0,1964,1964,1246.0,1246.0,1.0,6.0,2.0,0.0,69.0,172000.0
13125.0,7.0,1940,1984,960.0,1740.0,1.0,6.0,2.0,0.0,0.0,219500.0
8638.0,5.0,1963,1963,925.0,925.0,1.0,5.0,0.0,203.0,74.0,133500.0
9967.0,7.0,2000,2000,774.0,1430.0,2.0,8.0,1.0,100.0,0.0,170000.0
12774.0,5.0,1953,1953,950.0,950.0,1.0,5.0,0.0,0.0,32.0,130000.0
8163.0,5.0,1959,1959,1144.0,1144.0,1.0,6.0,1.0,86.0,0.0,143000.0
9900.0,5.0,1961,1961,1114.0,1114.0,1.0,5.0,0.0,0.0,0.0,140000.0
13651.0,7.0,1973,1973,2223.0,2223.0,2.0,8.0,2.0,300.0,0.0,244000.0
7200.0,5.0,1920,1996,581.0,1111.0,1.0,6.0,0.0,0.0,0.0,101000.0
9750.0,5.0,1958,1958,960.0,960.0,1.0,5.0,0.0,0.0,0.0,125000.0
11184.0,6.0,1998,1998,932.0,1633.0,2.0,7.0,1.0,0.0,39.0,183000.0
5520.0,6.0,1912,1950,929.0,2229.0,1.0,8.0,0.0,0.0,198.0,104000.0
6390.0,6.0,1954,1954,984.0,984.0,1.0,4.0,0.0,0.0,0.0,112500.0
10240.0,6.0,1980,1980,1686.0,1686.0,2.0,7.0,1.0,384.0,131.0,207500.0
9316.0,7.0,2005,2005,1614.0,1614.0,2.0,7.0,1.0,100.0,45.0,225000.0
7200.0,5.0,1972,1972,864.0,864.0,1.0,5.0,0.0,0.0,0.0,119900.0
12228.0,7.0,2006,2006,1740.0,1740.0,2.0,8.0,0.0,0.0,43.0,293000.0
10335.0,5.0,1968,1993,1721.0,1721.0,2.0,7.0,1.0,0.0,96.0,180000.0
12328.0,6.0,1976,1976,1034.0,1034.0,1.0,6.0,0.0,0.0,0.0,169900.0
8930.0,6.0,1978,1978,1318.0,1902.0,2.0,8.0,0.0,0.0,0.0,112000.0
9672.0,6.0,1984,1985,1097.0,1097.0,2.0,6.0,0.0,0.0,0.0,152000.0
13975.0,9.0,2005,2006,1117.0,2206.0,2.0,10.0,1.0,148.0,95.0,300000.0
7819.0,6.0,1976,1976,1117.0,1117.0,1.0,6.0,1.0,144.0,0.0,107000.0
11340.0,4.0,1885,1950,1246.0,2290.0,2.0,11.0,0.0,0.0,0.0,122500.0
1680.0,6.0,1972,1972,483.0,948.0,1.0,5.0,0.0,0.0,0.0,89000.0
6001.0,6.0,1940,1950,600.0,919.0,1.0,5.0,0.0,0.0,0.0,95000.0
11700.0,6.0,1968,1968,1152.0,1152.0,1.0,7.0,0.0,0.0,126.0,143450.0
12858.0,9.0,2009,2010,1627.0,2334.0,2.0,10.0,1.0,144.0,133.0,376162.0
9300.0,5.0,1960,1960,1264.0,1264.0,1.0,6.0,2.0,0.0,0.0,167500.0
7018.0,5.0,1979,1979,1224.0,1224.0,0.0,6.0,2.0,120.0,0.0,153337.0
6629.0,6.0,1925,1950,697.0,1369.0,2.0,6.0,0.0,147.0,0.0,103600.0
10650.0,5.0,1976,1976,894.0,894.0,1.0,5.0,0.0,365.0,0.0,128200.0
2117.0,6.0,2000,2000,769.0,1573.0,2.0,5.0,0.0,0.0,32.0,177500.0
13650.0,8.0,2002,2002,1687.0,2250.0,2.0,7.0,1.0,238.0,130.0,320000.0
8433.0,6.0,2000,2000,819.0,1514.0,2.0,7.0,1.0,0.0,72.0,190000.0
1680.0,6.0,1971,1971,672.0,1218.0,1.0,7.0,0.0,201.0,0.0,91500.0
6000.0,5.0,1954,1954,811.0,1387.0,2.0,7.0,0.0,0.0,0.0,93000.0
8500.0,4.0,1920,1950,649.0,1317.0,1.0,6.0,0.0,0.0,54.0,40000.0
6882.0,6.0,1914,2006,773.0,1355.0,1.0,7.0,0.0,136.0,0.0,127000.0
8712.0,4.0,1896,1950,952.0,952.0,1.0,5.0,0.0,0.0,0.0,50138.0
7917.0,6.0,1976,1976,1113.0,1113.0,1.0,6.0,1.0,370.0,30.0,148000.0
6900.0,5.0,1940,1955,778.0,778.0,1.0,4.0,1.0,0.0,25.0,120500.0
9900.0,6.0,1940,1950,944.0,1489.0,2.0,7.0,1.0,335.0,0.0,139500.0
13286.0,9.0,2007,2008,1698.0,1698.0,2.0,8.0,1.0,327.0,64.0,320000.0
8885.0,5.0,1983,1983,902.0,902.0,1.0,5.0,0.0,164.0,0.0,131000.0
8857.0,6.0,2006,2006,738.0,1495.0,2.0,7.0,1.0,100.0,30.0,171925.0
14137.0,5.0,1996,1997,1384.0,1384.0,2.0,7.0,0.0,0.0,39.0,177900.0
6720.0,6.0,1921,1950,851.0,1436.0,1.0,7.0,1.0,184.0,0.0,141500.0
7500.0,6.0,1998,1999,952.0,1636.0,2.0,7.0,1.0,0.0,84.0,191000.0
13072.0,6.0,2004,2004,1158.0,1158.0,1.0,5.0,0.0,0.0,50.0,158000.0
10656.0,8.0,2006,2007,1646.0,1646.0,2.0,6.0,1.0,192.0,80.0,248900.0
7200.0,5.0,1937,1950,981.0,1768.0,1.0,7.0,2.0,0.0,0.0,175000.0
8800.0,6.0,1965,2000,1565.0,1565.0,2.0,7.0,2.0,200.0,25.0,185900.0
9000.0,5.0,1951,1951,1060.0,1396.0,2.0,8.0,0.0,0.0,0.0,115000.0
13014.0,6.0,1978,1978,1096.0,1096.0,1.0,6.0,1.0,168.0,0.0,157500.0
15896.0,7.0,1999,1999,1223.0,2312.0,2.0,8.0,1.0,298.0,0.0,245000.0
5395.0,8.0,1993,1993,1337.0,1337.0,2.0,5.0,1.0,96.0,0.0,180000.0
5105.0,7.0,2004,2004,551.0,1102.0,2.0,4.0,0.0,0.0,60.0,148800.0
9473.0,8.0,2002,2002,1128.0,2031.0,2.0,7.0,1.0,0.0,211.0,237000.0
8400.0,2.0,1920,1950,438.0,438.0,1.0,3.0,0.0,0.0,0.0,60000.0
12102.0,5.0,1976,1976,1033.0,1033.0,1.0,6.0,0.0,224.0,0.0,165000.0
10905.0,7.0,2003,2003,1129.0,2327.0,2.0,9.0,1.0,0.0,57.0,240000.0
9556.0,7.0,1992,1993,1187.0,1187.0,2.0,6.0,0.0,0.0,21.0,160000.0
6430.0,6.0,1945,1950,816.0,1340.0,1.0,6.0,0.0,0.0,0.0,128000.0
6040.0,4.0,1955,1955,1152.0,1152.0,2.0,6.0,0.0,0.0,0.0,82000.0
14695.0,6.0,1966,2008,1567.0,1567.0,2.0,5.0,2.0,0.0,110.0,256000.0
9000.0,7.0,1920,1988,832.0,1482.0,1.0,7.0,0.0,0.0,0.0,143000.0
8368.0,7.0,2006,2007,1689.0,1689.0,2.0,7.0,0.0,100.0,39.0,231713.0
6490.0,5.0,1983,1983,816.0,816.0,1.0,4.0,0.0,315.0,0.0,128500.0
7290.0,7.0,1921,1950,1424.0,1424.0,2.0,7.0,1.0,0.0,0.0,168000.0
7472.0,7.0,1972,2004,725.0,1479.0,1.0,7.0,0.0,0.0,32.0,184000.0
7000.0,5.0,1962,1962,1025.0,1025.0,1.0,6.0,0.0,96.0,80.0,124000.0
11717.0,6.0,1970,1970,1442.0,1442.0,2.0,6.0,1.0,371.0,0.0,185000.0
11194.0,8.0,2000,2000,1454.0,1936.0,2.0,7.0,1.0,188.0,124.0,230500.0
11250.0,7.0,1998,1998,1070.0,1939.0,2.0,8.0,1.0,128.0,84.0,227000.0
8633.0,6.0,2005,2005,738.0,1476.0,2.0,7.0,0.0,100.0,35.0,173500.0
8400.0,5.0,1968,1968,898.0,898.0,1.0,6.0,0.0,143.0,0.0,140000.0
10037.0,8.0,2006,2007,1460.0,1460.0,2.0,6.0,1.0,0.0,20.0,247000.0
8014.0,6.0,1978,1978,1034.0,1034.0,1.0,5.0,1.0,0.0,0.0,149900.0
12250.0,5.0,1978,1978,1174.0,1174.0,1.0,5.0,0.0,211.0,0.0,158000.0
2403.0,7.0,2003,2003,530.0,1080.0,2.0,4.0,0.0,0.0,50.0,147110.0
8600.0,6.0,1937,1950,780.0,1376.0,2.0,7.0,1.0,0.0,0.0,119500.0
13680.0,5.0,1940,1950,840.0,1567.0,1.0,6.0,2.0,0.0,21.0,205000.0
10800.0,5.0,1895,1999,751.0,1534.0,1.0,6.0,0.0,0.0,112.0,148000.0
5389.0,8.0,1995,1996,1616.0,1616.0,2.0,5.0,1.0,237.0,152.0,236500.0
10890.0,5.0,1938,1950,1058.0,1551.0,2.0,6.0,0.0,0.0,0.0,137000.0
9768.0,5.0,1955,1955,960.0,960.0,1.0,5.0,0.0,0.0,70.0,122000.0
8993.0,7.0,2007,2007,1302.0,1302.0,2.0,6.0,0.0,0.0,22.0,176485.0
11672.0,5.0,1925,1950,816.0,816.0,1.0,4.0,0.0,168.0,0.0,109000.0
9763.0,7.0,1998,1998,1502.0,1502.0,1.0,5.0,1.0,0.0,0.0,330000.0
9836.0,6.0,2008,2008,1133.0,1133.0,1.0,7.0,0.0,0.0,175.0,143000.0
8462.0,6.0,1994,1994,936.0,1721.0,2.0,7.0,0.0,300.0,87.0,201000.0
10818.0,4.0,1910,1950,981.0,1760.0,1.0,7.0,1.0,120.0,0.0,80000.0
7259.0,6.0,1945,2002,1436.0,2320.0,2.0,9.0,1.0,224.0,0.0,259500.0
11800.0,7.0,2003,2004,1146.0,2486.0,3.0,10.0,1.0,143.0,32.0,279900.0
7500.0,5.0,1959,1994,1246.0,1246.0,1.0,6.0,0.0,218.0,0.0,154000.0
6488.0,5.0,1942,1950,799.0,1150.0,1.0,6.0,2.0,264.0,0.0,128000.0
14230.0,8.0,2007,2007,1600.0,1600.0,2.0,7.0,1.0,0.0,56.0,256300.0
7810.0,4.0,1930,2003,1230.0,1755.0,2.0,7.0,1.0,0.0,40.0,188000.0
14331.0,8.0,2002,2002,1800.0,1800.0,2.0,7.0,1.0,270.0,78.0,312500.0
3182.0,7.0,2004,2005,600.0,1200.0,2.0,4.0,0.0,0.0,172.0,151000.0
1920.0,5.0,1971,1971,765.0,1365.0,1.0,6.0,0.0,240.0,36.0,122500.0
10110.0,6.0,2003,2003,835.0,1696.0,2.0,7.0,0.0,143.0,66.0,188000.0
10984.0,7.0,2005,2006,945.0,1809.0,2.0,8.0,0.0,144.0,54.0,209700.0
8480.0,6.0,1993,1994,886.0,1680.0,2.0,7.0,0.0,144.0,96.0,163000.0
12205.0,6.0,1966,2007,976.0,2087.0,2.0,9.0,0.0,133.0,168.0,187500.0
15750.0,8.0,1999,2000,1513.0,1513.0,2.0,5.0,1.0,135.0,34.0,220000.0
8050.0,5.0,1967,1993,1107.0,1107.0,1.0,5.0,0.0,88.0,64.0,127000.0
7200.0,5.0,1955,2007,827.0,827.0,1.0,5.0,1.0,0.0,0.0,107500.0
5232.0,5.0,1925,2004,764.0,764.0,1.0,4.0,0.0,0.0,0.0,73000.0
11846.0,9.0,2003,2004,1792.0,1792.0,2.0,6.0,1.0,206.0,49.0,374000.0
9636.0,6.0,1992,1993,808.0,1593.0,2.0,7.0,1.0,342.0,40.0,178000.0
10012.0,4.0,1972,1972,1181.0,1181.0,2.0,6.0,0.0,0.0,0.0,137500.0
14303.0,8.0,1994,1994,1987.0,1987.0,2.0,7.0,1.0,262.0,36.0,301500.0
5707.0,6.0,1935,1950,647.0,1242.0,1.0,6.0,1.0,329.0,96.0,105000.0
9360.0,6.0,1968,2004,976.0,976.0,1.0,4.0,1.0,94.0,0.0,157500.0
5680.0,5.0,1901,1950,969.0,1214.0,1.0,6.0,0.0,0.0,0.0,117000.0
7000.0,5.0,1962,1962,864.0,864.0,1.0,5.0,0.0,0.0,0.0,105000.0
10480.0,6.0,1936,1950,1166.0,1639.0,1.0,6.0,0.0,0.0,0.0,115000.0
11578.0,9.0,2008,2008,1736.0,1736.0,2.0,7.0,1.0,319.0,90.0,360000.0
7018.0,5.0,1979,1979,1535.0,1535.0,2.0,8.0,0.0,0.0,0.0,118858.0
9130.0,6.0,1966,2000,800.0,1632.0,1.0,7.0,0.0,0.0,40.0,173000.0
10800.0,3.0,1890,1998,725.0,725.0,1.0,4.0,0.0,0.0,30.0,78500.0
8244.0,7.0,2004,2004,840.0,1720.0,2.0,7.0,1.0,100.0,48.0,183500.0
6000.0,4.0,1953,1953,936.0,936.0,1.0,4.0,0.0,0.0,32.0,93000.0
3621.0,8.0,2003,2003,1589.0,1589.0,2.0,7.0,1.0,143.0,20.0,226500.0
7837.0,6.0,1993,1994,799.0,1571.0,2.0,7.0,1.0,0.0,40.0,178000.0
10665.0,7.0,2003,2003,1479.0,1479.0,2.0,7.0,0.0,144.0,29.0,226000.0
10457.0,5.0,1969,1969,784.0,1632.0,1.0,7.0,1.0,0.0,173.0,173000.0
8281.0,5.0,1965,1965,864.0,864.0,1.0,5.0,1.0,0.0,0.0,62383.0
3940.0,7.0,2004,2004,1576.0,1576.0,2.0,7.0,1.0,143.0,20.0,219990.0
9382.0,7.0,1999,2000,1479.0,1479.0,2.0,6.0,0.0,120.0,25.0,191000.0
6854.0,5.0,1925,1994,916.0,1060.0,1.0,6.0,1.0,0.0,65.0,136500.0
11515.0,4.0,1958,1994,943.0,943.0,1.0,5.0,0.0,0.0,0.0,80000.0
13837.0,7.0,1988,1988,1377.0,2183.0,2.0,9.0,0.0,0.0,0.0,229000.0
9938.0,7.0,1993,1994,1062.0,1949.0,2.0,8.0,1.0,156.0,90.0,236000.0
6876.0,6.0,1927,1950,1146.0,1930.0,2.0,8.0,0.0,0.0,0.0,149000.0
3951.0,10.0,1998,1999,1469.0,2393.0,2.0,7.0,1.0,0.0,90.0,345000.0
9856.0,5.0,1900,2005,1007.0,2014.0,2.0,8.0,0.0,0.0,72.0,169000.0
17808.0,4.0,1946,1950,1242.0,1242.0,1.0,4.0,0.0,0.0,0.0,109900.0
9627.0,7.0,1993,1994,996.0,2000.0,2.0,9.0,1.0,190.0,48.0,188000.0
6000.0,6.0,1939,1950,825.0,1412.0,1.0,6.0,1.0,45.0,0.0,132500.0
9757.0,5.0,1994,1994,990.0,990.0,1.0,5.0,0.0,66.0,0.0,143000.0
9280.0,5.0,1951,1951,1342.0,1342.0,1.0,7.0,0.0,0.0,0.0,125000.0
7740.0,4.0,1910,1950,741.0,1363.0,1.0,6.0,0.0,0.0,0.0,125500.0
9600.0,6.0,1958,1988,1632.0,1632.0,2.0,6.0,1.0,289.0,0.0,139000.0
10926.0,5.0,1959,1959,1678.0,1678.0,2.0,10.0,0.0,0.0,0.0,119900.0
6853.0,8.0,2001,2002,1296.0,1296.0,2.0,6.0,0.0,192.0,25.0,220000.0
10667.0,6.0,1971,1971,1587.0,1587.0,2.0,7.0,1.0,0.0,44.0,167300.0
8212.0,5.0,1941,1950,854.0,1298.0,1.0,6.0,2.0,84.0,0.0,122000.0
9100.0,5.0,1963,1963,1728.0,1728.0,2.0,10.0,0.0,0.0,0.0,125000.0
6000.0,5.0,1957,1957,928.0,928.0,1.0,5.0,0.0,0.0,0.0,112500.0
9316.0,7.0,2005,2006,879.0,1795.0,2.0,7.0,0.0,164.0,111.0,191000.0
9464.0,6.0,1958,1958,1080.0,1080.0,1.0,5.0,0.0,0.0,0.0,136000.0
10400.0,7.0,1998,1998,866.0,1779.0,2.0,6.0,0.0,198.0,36.0,197900.0
5310.0,6.0,1910,2003,1001.0,1635.0,1.0,5.0,0.0,394.0,0.0,117000.0
7406.0,7.0,2006,2006,1220.0,1220.0,2.0,6.0,0.0,105.0,54.0,194000.0
4538.0,9.0,2001,2001,1310.0,1310.0,1.0,5.0,1.0,277.0,45.0,285000.0
10106.0,5.0,1940,1999,808.0,1355.0,2.0,6.0,0.0,140.0,0.0,127500.0
13346.0,7.0,1992,2000,1166.0,2295.0,2.0,9.0,1.0,0.0,40.0,268000.0
9639.0,4.0,1900,1950,1156.0,1798.0,2.0,7.0,0.0,0.0,0.0,137000.0
15387.0,7.0,1967,1967,1620.0,1620.0,2.0,8.0,1.0,0.0,62.0,215000.0
10050.0,5.0,1955,1955,1216.0,1216.0,1.0,5.0,0.0,0.0,0.0,129500.0
6240.0,5.0,1936,1950,896.0,1344.0,1.0,7.0,0.0,200.0,114.0,115000.0
7506.0,5.0,1925,1950,747.0,1159.0,1.0,5.0,0.0,84.0,0.0,114000.0
8900.0,4.0,1966,1966,1056.0,1056.0,1.0,5.0,0.0,0.0,42.0,107000.0
8480.0,5.0,1947,1950,832.0,1216.0,1.0,6.0,0.0,158.0,0.0,118500.0
6000.0,6.0,1929,1950,950.0,1158.0,1.0,5.0,1.0,0.0,0.0,120000.0
8847.0,8.0,2005,2005,1538.0,1538.0,2.0,7.0,0.0,146.0,40.0,260000.0
8050.0,5.0,1959,1959,1143.0,1143.0,1.0,6.0,0.0,0.0,0.0,136000.0
8294.0,4.0,1971,1971,872.0,872.0,1.0,5.0,0.0,0.0,0.0,123000.0
7920.0,6.0,1920,1950,1035.0,1406.0,1.0,6.0,0.0,0.0,144.0,89500.0
18494.0,6.0,2005,2005,1324.0,1324.0,2.0,6.0,0.0,36.0,23.0,199500.0
7162.0,5.0,1966,1966,904.0,904.0,1.0,6.0,0.0,0.0,0.0,109900.0
10918.0,7.0,1926,2004,1276.0,2080.0,1.0,9.0,2.0,0.0,0.0,234000.0
4435.0,6.0,2004,2004,848.0,848.0,1.0,3.0,1.0,140.0,0.0,155900.0
11250.0,4.0,1957,1989,1104.0,1788.0,1.0,8.0,2.0,120.0,0.0,161500.0
14375.0,6.0,1958,1958,1344.0,1344.0,1.0,7.0,1.0,0.0,118.0,137500.0
9045.0,5.0,1910,1950,1128.0,2256.0,2.0,12.0,0.0,0.0,18.0,76500.0
4060.0,6.0,1998,1999,1337.0,1337.0,2.0,5.0,0.0,144.0,68.0,181000.0
9020.0,6.0,1966,1966,1165.0,1165.0,1.0,6.0,0.0,0.0,129.0,174900.0
11777.0,5.0,1966,1966,1320.0,1320.0,1.0,6.0,2.0,160.0,68.0,164500.0
10171.0,7.0,2004,2004,1535.0,1535.0,2.0,7.0,0.0,0.0,0.0,214000.0
10400.0,7.0,1980,1988,1277.0,2044.0,2.0,7.0,1.0,28.0,73.0,185000.0
12150.0,6.0,1979,1979,1299.0,1299.0,2.0,5.0,1.0,84.0,0.0,183500.0
2645.0,8.0,1999,2000,764.0,1441.0,2.0,5.0,0.0,206.0,0.0,174000.0
9600.0,7.0,1925,1990,832.0,1641.0,1.0,6.0,1.0,0.0,0.0,178000.0
13830.0,5.0,1997,1998,928.0,1629.0,2.0,6.0,1.0,212.0,34.0,189900.0
4435.0,6.0,2003,2004,848.0,848.0,1.0,4.0,0.0,140.0,0.0,144000.0
5890.0,6.0,1930,2007,816.0,816.0,1.0,5.0,0.0,0.0,0.0,120500.0
10859.0,5.0,1994,1995,1097.0,1097.0,1.0,6.0,0.0,392.0,64.0,145000.0
5330.0,8.0,2000,2000,1652.0,1652.0,2.0,6.0,0.0,96.0,48.0,251000.0
10778.0,4.0,1968,1968,1768.0,1768.0,2.0,8.0,0.0,0.0,0.0,136500.0
6845.0,4.0,1955,1955,1152.0,1152.0,2.0,6.0,0.0,0.0,0.0,82500.0
10307.0,7.0,2007,2008,1358.0,1358.0,2.0,6.0,1.0,192.0,26.0,212500.0
4500.0,6.0,1998,1998,1216.0,1216.0,2.0,5.0,0.0,0.0,125.0,164000.0
9060.0,6.0,1957,1957,967.0,1638.0,2.0,6.0,0.0,0.0,21.0,139000.0
2160.0,7.0,1999,2000,624.0,1252.0,2.0,4.0,0.0,0.0,48.0,160000.0
7669.0,5.0,1992,1993,883.0,883.0,1.0,5.0,1.0,100.0,32.0,149000.0
9858.0,5.0,1968,1968,874.0,874.0,1.0,5.0,0.0,33.0,0.0,130000.0
10300.0,7.0,1921,1950,902.0,1710.0,2.0,9.0,0.0,12.0,11.0,140000.0
8125.0,8.0,2008,2009,1836.0,1836.0,2.0,8.0,1.0,0.0,175.0,264500.0
14850.0,5.0,1957,1957,1092.0,1092.0,1.0,6.0,1.0,268.0,0.0,141000.0
4274.0,7.0,2006,2007,1241.0,1241.0,1.0,4.0,0.0,0.0,116.0,199900.0
9650.0,6.0,1977,1977,1334.0,1334.0,2.0,6.0,1.0,0.0,16.0,167900.0
14585.0,6.0,1960,1987,1429.0,1429.0,1.0,7.0,2.0,216.0,110.0,181900.0
9000.0,8.0,2008,2008,1566.0,1566.0,2.0,7.0,0.0,144.0,168.0,262500.0
13774.0,7.0,1977,1992,1316.0,2288.0,1.0,8.0,2.0,321.0,72.0,230000.0
5119.0,9.0,1999,2000,1709.0,1709.0,2.0,5.0,1.0,97.0,65.0,328900.0
9254.0,8.0,2005,2005,1721.0,1721.0,2.0,7.0,0.0,168.0,27.0,232698.0
10324.0,8.0,2008,2008,1254.0,1254.0,2.0,5.0,0.0,168.0,92.0,221800.0
8375.0,5.0,1941,1973,864.0,1350.0,1.0,6.0,0.0,0.0,0.0,152400.0
7632.0,7.0,2005,2005,831.0,1585.0,2.0,7.0,0.0,100.0,77.0,184900.0
15750.0,5.0,1953,1953,1336.0,1336.0,1.0,5.0,2.0,0.0,0.0,157000.0
9240.0,5.0,1962,2002,1211.0,1211.0,1.0,6.0,1.0,161.0,0.0,144000.0
10400.0,6.0,1979,1999,1353.0,1353.0,2.0,5.0,1.0,240.0,141.0,192350.0
8800.0,7.0,1966,1966,1200.0,1200.0,2.0,6.0,1.0,0.0,0.0,163500.0
11839.0,7.0,1990,1990,1532.0,2329.0,2.0,10.0,1.0,192.0,121.0,262280.0
9135.0,7.0,2002,2003,1536.0,1536.0,2.0,7.0,0.0,192.0,74.0,214000.0
14115.0,6.0,1956,2004,1811.0,1811.0,1.0,6.0,1.0,0.0,0.0,230000.0
14154.0,7.0,2006,2006,1071.0,2172.0,2.0,9.0,1.0,192.0,62.0,280000.0
7700.0,6.0,1966,1966,1051.0,1839.0,1.0,7.0,1.0,0.0,124.0,155000.0
4761.0,3.0,1918,1950,1020.0,1020.0,1.0,5.0,0.0,0.0,0.0,64500.0
12361.0,6.0,1993,1993,964.0,1802.0,2.0,8.0,1.0,450.0,92.0,218000.0
